X,Y,ORIENTATION,TIMESTAMP,BEACON_01,BEACON_02,BEACON_03,BEACON_04,BEACON_05,BEACON_06,BEACON_07,BEACON_08,BEACON_09,BEACON_10,BEACON_11
19.2,28.7,180,1615122811827,-81.5,-84.4,-88.2,100.0,100.0,100.0,-91.33333333333333,-81.6,-77.0,100.0,-90.5
19.2,28.7,270,1615122834574,-79.57142857142857,-79.4,-88.0,100.0,100.0,100.0,-89.66666666666667,-78.33333333333333,-77.4,100.0,100.0
19.7,32.9,0,1615113128560,-89.0,-85.33333333333333,-86.0,100.0,100.0,100.0,-90.0,-82.0,-70.83333333333333,100.0,100.0
19.7,32.9,90,1615113150974,-81.83333333333333,-85.75,-91.0,100.0,100.0,100.0,-85.75,-77.33333333333333,-71.83333333333333,100.0,100.0
19.7,32.9,180,1615113173609,-81.0,-77.83333333333333,-89.5,100.0,100.0,100.0,-89.33333333333333,-85.66666666666667,-70.5,100.0,100.0
19.7,32.9,270,1615113198777,-85.8,-84.75,-90.0,100.0,100.0,100.0,-93.5,-82.33333333333333,-63.4,100.0,100.0
19.7,34.6,0,1615113234569,-91.25,-84.5,-89.0,100.0,100.0,100.0,-89.5,-82.66666666666667,-76.8,100.0,100.0
19.7,34.6,90,1615113254958,-90.0,-85.0,-89.0,100.0,100.0,100.0,-89.0,-81.75,-71.6,100.0,100.0
19.7,34.6,180,1615113283396,-90.0,-81.6,-87.5,100.0,100.0,100.0,100.0,-80.6,-69.2,100.0,100.0
19.7,34.6,270,1615113306254,-87.33333333333333,-81.75,-92.0,100.0,100.0,100.0,-92.5,-85.83333333333333,-76.83333333333333,100.0,100.0
20.2,6.9,0,1615121083228,100.0,100.0,100.0,-83.0,100.0,100.0,-86.0,100.0,100.0,100.0,100.0
20.2,6.9,90,1615121104210,100.0,100.0,100.0,100.0,-63.5,-78.0,-89.0,100.0,100.0,100.0,100.0
20.2,6.9,180,1615121131348,100.0,100.0,100.0,-86.5,-77.0,-75.0,-84.33333333333333,100.0,100.0,100.0,100.0
20.2,6.9,270,1615121154244,100.0,-93.0,100.0,-83.0,-81.0,-78.0,-74.4,-88.25,100.0,100.0,100.0
20.2,30.4,0,1615118195758,-78.83333333333333,-69.33333333333333,-82.5,100.0,100.0,100.0,100.0,-76.75,-76.16666666666667,-87.5,100.0
20.2,30.4,90,1615118228010,-83.83333333333333,-69.8,-86.0,100.0,100.0,100.0,100.0,-79.0,-82.42857142857143,-88.75,100.0
20.2,30.4,180,1615118249261,-72.6,-75.33333333333333,-87.2,100.0,100.0,100.0,100.0,-85.0,-72.5,-94.0,100.0
20.2,30.4,270,1615118276041,-86.16666666666667,-72.83333333333333,-86.2,100.0,100.0,100.0,-91.0,-81.33333333333333,-72.0,-93.0,-92.5
20.9,18.6,0,1615125972082,-91.0,-84.16666666666667,100.0,100.0,-85.33333333333333,100.0,-85.66666666666667,-86.75,-88.0,100.0,100.0
20.9,18.6,90,1615125990169,100.0,-90.0,100.0,100.0,-86.5,100.0,-83.33333333333333,-85.0,-87.0,100.0,100.0
20.9,18.6,180,1615126017976,-90.0,-84.33333333333333,100.0,100.0,-92.0,100.0,-85.75,-77.16666666666667,-88.5,100.0,100.0
20.9,18.6,270,1615126040831,100.0,-84.66666666666667,100.0,100.0,-84.0,100.0,-84.25,-77.75,-86.33333333333333,100.0,100.0
20.9,22.5,0,1615116341528,100.0,-80.0,100.0,100.0,100.0,100.0,100.0,-71.0,100.0,100.0,100.0
20.9,22.5,90,1615116370729,-88.0,-80.66666666666667,-88.0,100.0,100.0,100.0,-93.0,-73.75,-80.33333333333333,100.0,100.0
20.9,22.5,180,1615116394736,-83.5,-77.0,-85.33333333333333,100.0,100.0,100.0,100.0,-63.333333333333336,-82.0,100.0,100.0
20.9,22.5,270,1615116418900,-85.75,-70.6,-86.0,100.0,100.0,100.0,-89.0,-69.0,-79.75,-92.0,100.0
20.9,24.2,0,1615116229845,-87.6,-76.85714285714286,-87.66666666666667,100.0,100.0,100.0,-90.75,-73.2,-82.25,-86.0,100.0
20.9,24.2,90,1615116255427,-89.33333333333333,-78.0,100.0,100.0,-90.0,100.0,-85.5,-73.4,-79.75,100.0,100.0
20.9,24.2,180,1615116279784,-87.25,-77.0,-88.0,100.0,100.0,100.0,-88.0,-68.4,-86.6,100.0,100.0
20.9,24.2,270,1615116302659,-82.5,-71.25,100.0,100.0,100.0,100.0,100.0,-71.25,-82.5,100.0,100.0
20.9,25.9,0,1615115663802,-84.66666666666667,-76.0,-82.0,100.0,100.0,100.0,-87.66666666666667,-71.5,-86.0,-91.0,100.0
20.9,25.9,90,1615115691669,-87.0,-77.33333333333333,-86.33333333333333,100.0,100.0,100.0,-83.33333333333333,-73.2,-83.25,-88.5,100.0
20.9,25.9,180,1615115713746,-83.66666666666667,-82.0,-85.0,100.0,100.0,100.0,-91.0,-71.28571428571429,-84.8,-93.0,100.0
20.9,25.9,270,1615115735662,-86.75,-75.0,-85.0,100.0,100.0,100.0,-90.0,-72.6,-82.33333333333333,-91.0,100.0
21.4,32.9,0,1615113028913,-87.0,-84.0,100.0,100.0,100.0,100.0,100.0,-85.75,-69.33333333333333,100.0,100.0
21.4,32.9,90,1615113052082,-84.57142857142857,-84.66666666666667,100.0,100.0,100.0,100.0,100.0,-82.0,-73.5,100.0,100.0
21.4,32.9,180,1615113074977,-88.2,-78.0,-93.0,100.0,100.0,100.0,100.0,-87.2,-72.33333333333333,100.0,100.0
21.4,32.9,270,1615113097050,-85.33333333333333,-89.0,-86.5,100.0,100.0,100.0,-90.0,-82.8,-73.57142857142857,100.0,100.0
21.4,34.6,0,1615112918369,-90.83333333333333,-85.6,100.0,100.0,100.0,100.0,100.0,-87.0,-76.42857142857143,100.0,100.0
21.4,34.6,90,1615112939588,-86.5,-81.5,100.0,100.0,100.0,100.0,100.0,-82.16666666666667,-75.8,100.0,100.0
21.4,34.6,180,1615112968812,-96.0,-85.66666666666667,100.0,100.0,100.0,100.0,100.0,-91.25,-72.8,100.0,100.0
21.4,34.6,270,1615112993325,-90.0,-86.5,100.0,100.0,100.0,100.0,100.0,-83.8,-70.85714285714286,100.0,100.0
21.9,6.9,0,1615121196853,100.0,100.0,100.0,100.0,100.0,100.0,-79.0,100.0,100.0,100.0,100.0
21.9,6.9,90,1615121210814,100.0,100.0,100.0,-86.0,-75.33333333333333,-75.0,-83.0,100.0,100.0,100.0,100.0
21.9,6.9,180,1615121238248,100.0,100.0,100.0,100.0,100.0,-77.5,-81.5,100.0,100.0,100.0,100.0
21.9,6.9,270,1615121258344,100.0,100.0,100.0,-85.0,-63.5,-76.33333333333333,-90.0,100.0,100.0,100.0,100.0
21.9,30.4,0,1615118326116,-81.0,-65.5,-74.28571428571429,100.0,100.0,100.0,-87.5,-81.16666666666667,-78.0,-80.5,100.0
21.9,30.4,90,1615118349349,-83.16666666666667,-67.5,-80.4,100.0,100.0,100.0,100.0,-84.0,-83.0,-85.0,100.0
21.9,30.4,180,1615118375210,-79.2,-68.42857142857143,-83.16666666666667,100.0,100.0,100.0,-91.0,-77.0,-77.28571428571429,-87.0,-90.5
21.9,30.4,270,1615118404821,-77.75,-69.25,-84.0,100.0,100.0,100.0,100.0,-78.16666666666667,-79.0,-89.0,100.0
22.6,18.6,0,1615126081666,100.0,-89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
22.6,18.6,90,1615126101230,100.0,-85.0,100.0,100.0,-88.0,100.0,100.0,100.0,100.0,100.0,100.0
22.6,18.6,180,1615126132314,100.0,-90.75,100.0,100.0,-91.0,100.0,-88.0,-82.0,100.0,100.0,100.0
22.6,18.6,270,1615126150985,100.0,-84.5,100.0,100.0,-92.0,100.0,-88.5,-80.0,-89.0,100.0,100.0
22.6,22.5,0,1615116464447,-86.66666666666667,-76.0,-89.0,100.0,100.0,100.0,100.0,-71.0,-82.66666666666667,-86.0,100.0
22.6,22.5,90,1615116485252,-86.33333333333333,-80.4,-87.8,100.0,100.0,100.0,100.0,-75.2,-84.5,100.0,100.0
22.6,22.5,180,1615116512020,-87.0,-78.5,-90.0,100.0,100.0,100.0,100.0,-69.33333333333333,-82.0,100.0,100.0
22.6,22.5,270,1615116535486,-84.33333333333333,-76.2,-88.66666666666667,100.0,100.0,100.0,-89.5,-79.25,-83.25,-82.0,100.0
22.6,24.2,0,1615116118433,-87.25,-83.14285714285714,-85.75,100.0,100.0,100.0,100.0,-78.5,-84.5,-84.33333333333333,100.0
22.6,24.2,90,1615116142806,-84.5,-81.28571428571429,-88.33333333333333,100.0,100.0,100.0,100.0,-80.2,-85.66666666666667,100.0,100.0
22.6,24.2,180,1615116164773,-85.4,-78.85714285714286,-89.2,100.0,100.0,100.0,100.0,-79.4,-85.0,-89.0,100.0
22.6,24.2,270,1615116188057,-90.5,-80.0,-82.5,100.0,100.0,100.0,-89.33333333333333,-75.66666666666667,-82.6,-87.66666666666667,100.0
22.6,25.9,0,1615115771706,-84.5,-73.83333333333333,-85.4,100.0,100.0,100.0,-93.0,-74.25,-86.33333333333333,-88.75,100.0
22.6,25.9,90,1615115798074,-87.5,-76.75,-84.66666666666667,100.0,100.0,100.0,-90.5,-74.66666666666667,-85.16666666666667,-91.0,100.0
22.6,25.9,180,1615115822292,-81.0,-77.57142857142857,-84.8,100.0,100.0,100.0,-90.0,-70.83333333333333,-93.0,-88.5,100.0
22.6,25.9,270,1615115846352,-92.0,-77.5,-86.33333333333333,100.0,100.0,100.0,-88.0,-73.33333333333333,-85.33333333333333,-86.0,100.0
23.1,32.9,0,1615112690168,-87.5,-87.33333333333333,100.0,100.0,100.0,100.0,100.0,-85.6,-74.25,100.0,100.0
23.1,32.9,90,1615112717496,-87.0,-84.0,100.0,100.0,100.0,100.0,100.0,100.0,-78.4,100.0,100.0
23.1,32.9,180,1615112741685,-94.0,-88.0,100.0,100.0,100.0,100.0,100.0,-89.0,-74.5,100.0,100.0
23.1,32.9,270,1615112764582,-87.0,-84.5,100.0,100.0,100.0,100.0,100.0,-84.75,-72.8,100.0,100.0
23.1,34.6,0,1615112813831,-93.0,-85.57142857142857,100.0,100.0,100.0,100.0,-94.0,-87.14285714285714,-76.6,100.0,100.0
23.1,34.6,90,1615112839494,-92.0,-88.0,100.0,100.0,100.0,100.0,100.0,-86.66666666666667,-81.66666666666667,100.0,100.0
23.1,34.6,180,1615112862936,-87.75,-84.8,-92.0,100.0,100.0,100.0,100.0,-87.0,-74.66666666666667,100.0,100.0
23.1,34.6,270,1615112886550,-88.0,-84.0,100.0,100.0,100.0,100.0,100.0,-86.33333333333333,-74.2,100.0,100.0
23.6,6.9,0,1615121395678,100.0,100.0,100.0,-82.25,-68.5,-82.33333333333333,-85.0,100.0,100.0,100.0,100.0
23.6,6.9,90,1615121427062,100.0,100.0,100.0,-86.0,-59.0,100.0,100.0,100.0,100.0,100.0,100.0
23.6,6.9,180,1615121440885,100.0,100.0,100.0,-83.5,-64.0,-77.0,-86.66666666666667,100.0,100.0,100.0,100.0
23.6,6.9,270,1615121459411,100.0,100.0,100.0,-84.0,-61.0,-81.0,-87.0,100.0,100.0,100.0,100.0
23.6,30.4,0,1615118438202,-79.0,-63.857142857142854,-72.5,100.0,100.0,100.0,-89.0,-81.28571428571429,-86.33333333333333,-83.2,100.0
23.6,30.4,90,1615118462042,-81.6,-65.0,-75.2,100.0,100.0,100.0,-94.0,-80.2,-84.33333333333333,-87.33333333333333,100.0
23.6,30.4,180,1615118486032,-73.83333333333333,-57.333333333333336,-81.4,100.0,100.0,100.0,100.0,-80.75,-82.0,-85.6,-89.5
23.6,30.4,270,1615118509886,-82.16666666666667,-65.0,-79.8,100.0,100.0,100.0,-91.0,-79.5,-87.75,-80.57142857142857,-91.5
24.3,22.5,0,1615116563247,-87.0,-83.6,-89.2,100.0,100.0,100.0,100.0,-76.0,-81.5,-89.0,100.0
24.3,22.5,90,1615116589158,-88.0,-76.2,-88.0,100.0,100.0,100.0,-92.0,-82.0,-90.66666666666667,-91.66666666666667,100.0
24.3,22.5,180,1615116615874,-84.5,-78.0,100.0,100.0,100.0,100.0,-90.0,-72.5,-85.5,100.0,100.0
24.3,22.5,270,1615116641242,-94.0,-73.33333333333333,-82.0,100.0,-94.5,100.0,100.0,-73.0,-83.0,-91.25,100.0
24.3,24.2,0,1615116007135,-90.0,-73.28571428571429,-86.25,100.0,100.0,100.0,-91.0,-76.8,-82.8,-88.33333333333333,100.0
24.3,24.2,90,1615116029590,100.0,-76.0,-88.66666666666667,100.0,-93.0,100.0,100.0,-78.0,-85.8,-88.0,100.0
24.3,24.2,180,1615116053625,-83.5,-75.0,-86.83333333333333,100.0,100.0,100.0,100.0,-73.0,-84.28571428571429,100.0,100.0
24.3,24.2,270,1615116078004,-92.0,-69.83333333333333,-84.33333333333333,100.0,100.0,100.0,100.0,-77.42857142857143,-83.0,-89.0,100.0
24.3,25.9,0,1615115899814,-87.5,-76.33333333333333,-83.83333333333333,100.0,100.0,100.0,100.0,-76.0,-83.66666666666667,-86.0,100.0
24.3,25.9,90,1615115924115,100.0,-76.5,-87.5,100.0,100.0,100.0,-89.0,-73.5,-87.0,-90.0,100.0
24.3,25.9,180,1615115950904,-85.66666666666667,-70.4,-85.2,100.0,100.0,100.0,100.0,-72.25,-84.16666666666667,-87.0,100.0
24.3,25.9,270,1615115973353,-88.0,-74.2,-88.5,100.0,100.0,100.0,100.0,-73.6,-84.66666666666667,-89.0,100.0
25.3,6.9,0,1615121502585,100.0,100.0,100.0,-84.5,-68.57142857142857,-77.66666666666667,-90.0,100.0,100.0,100.0,100.0
25.3,6.9,90,1615121524506,100.0,100.0,100.0,-86.0,-64.0,-75.0,100.0,100.0,100.0,100.0,100.0
25.3,6.9,180,1615121550578,100.0,100.0,100.0,-85.5,-66.8,-73.75,-86.0,100.0,100.0,100.0,100.0
25.3,6.9,270,1615121576790,100.0,100.0,100.0,-82.0,100.0,-76.0,-81.0,100.0,100.0,100.0,100.0
25.3,30.4,0,1615118540773,-88.6,-65.4,-73.4,100.0,100.0,100.0,-95.0,-83.2,-87.33333333333333,-78.33333333333333,100.0
25.3,30.4,90,1615118565454,-86.5,-70.71428571428571,-76.33333333333333,100.0,100.0,100.0,100.0,-80.66666666666667,-83.25,-87.66666666666667,100.0
25.3,30.4,180,1615118589744,-79.28571428571429,-70.2,-77.0,100.0,100.0,100.0,100.0,-79.66666666666667,-85.85714285714286,-85.0,100.0
25.3,30.4,270,1615118613642,-86.0,-69.28571428571429,-76.71428571428571,100.0,100.0,100.0,100.0,-82.28571428571429,-83.33333333333333,-84.75,100.0
26.6,28.3,0,1615115488568,-84.25,-73.5,-78.75,100.0,100.0,100.0,100.0,-80.5,-85.0,-86.2,100.0
26.6,28.3,90,1615115512267,100.0,-67.0,-81.0,100.0,100.0,100.0,-93.0,-87.25,-86.0,-87.0,100.0
26.6,28.3,180,1615115533844,-89.25,-72.5,-79.4,100.0,100.0,100.0,100.0,-83.5,100.0,-88.66666666666667,100.0
26.6,28.3,270,1615115557697,-87.33333333333333,-71.42857142857143,-79.33333333333333,100.0,100.0,100.0,100.0,-81.33333333333333,-87.0,-83.8,100.0
27.0,6.9,0,1615121606462,100.0,100.0,100.0,-84.5,-70.66666666666667,-68.0,-89.0,100.0,100.0,100.0,100.0
27.0,6.9,90,1615121628939,100.0,100.0,100.0,-87.5,-74.33333333333333,-74.0,-86.0,100.0,100.0,100.0,100.0
27.0,6.9,180,1615121656811,100.0,100.0,100.0,-88.0,-68.5,-73.0,100.0,100.0,100.0,100.0,100.0
27.0,6.9,270,1615121678262,100.0,100.0,100.0,100.0,-66.0,-73.0,100.0,100.0,100.0,100.0,100.0
27.0,30.4,0,1615118647396,-88.0,-71.14285714285714,-76.71428571428571,100.0,100.0,100.0,100.0,-82.0,-88.33333333333333,-77.2,100.0
27.0,30.4,90,1615118671200,-89.0,-71.2,-73.0,100.0,100.0,100.0,100.0,-80.6,-85.75,-85.66666666666667,100.0
27.0,30.4,180,1615118704164,-81.0,-65.14285714285714,-75.16666666666667,100.0,100.0,100.0,100.0,-78.42857142857143,-89.0,-85.2,100.0
27.0,30.4,270,1615118726618,-88.66666666666667,-68.66666666666667,-81.33333333333333,100.0,100.0,100.0,100.0,-76.25,-89.25,-81.4,100.0
28.7,6.9,0,1615121716514,100.0,100.0,100.0,100.0,-68.0,-69.33333333333333,-87.5,100.0,100.0,100.0,100.0
28.7,6.9,90,1615121733874,100.0,100.0,100.0,-89.0,-69.5,-67.0,-86.0,100.0,100.0,100.0,100.0
28.7,6.9,180,1615121757089,100.0,100.0,100.0,-88.0,-65.0,-72.0,-91.0,100.0,100.0,100.0,100.0
28.7,6.9,270,1615121782522,100.0,100.0,100.0,-88.0,-68.0,-72.0,100.0,100.0,100.0,100.0,100.0
28.7,30.4,0,1615118767656,-88.0,-79.6,-71.4,100.0,100.0,100.0,100.0,-82.66666666666667,100.0,-81.0,100.0
28.7,30.4,90,1615118793148,-87.5,-71.28571428571429,-67.16666666666667,100.0,100.0,100.0,100.0,-87.0,-89.66666666666667,-77.57142857142857,100.0
28.7,30.4,180,1615118815651,-79.0,-64.5,-74.71428571428571,100.0,100.0,100.0,100.0,-82.0,-88.14285714285714,-79.75,100.0
28.7,30.4,270,1615118839307,-88.0,-70.6,-71.4,100.0,100.0,100.0,100.0,-84.28571428571429,100.0,-84.0,100.0
29.2,25.4,0,1615114176005,100.0,-88.0,-79.25,100.0,100.0,100.0,100.0,-88.33333333333333,100.0,-67.5,100.0
29.2,25.4,90,1615114197312,100.0,-78.5,-81.5,100.0,100.0,100.0,100.0,-90.66666666666667,100.0,-75.28571428571429,100.0
29.2,25.4,180,1615114219240,100.0,-79.75,-79.75,100.0,100.0,100.0,100.0,-84.0,100.0,-76.0,100.0
29.2,25.4,270,1615114244172,-92.0,-77.75,-73.83333333333333,100.0,100.0,100.0,100.0,-92.0,100.0,-75.33333333333333,100.0
29.2,27.1,0,1615114273939,-93.0,-81.25,-83.2,100.0,100.0,100.0,100.0,-94.0,100.0,-67.75,100.0
29.2,27.1,90,1615114297058,100.0,-80.25,-80.33333333333333,100.0,100.0,100.0,100.0,-96.0,100.0,-77.5,100.0
29.2,27.1,180,1615114318353,-93.0,-79.75,-78.0,100.0,100.0,100.0,100.0,-86.0,100.0,-68.25,100.0
29.2,27.1,270,1615114345252,100.0,-77.14285714285714,-79.2,100.0,100.0,100.0,100.0,-88.0,100.0,-75.85714285714286,100.0
29.2,28.8,0,1615114373527,-92.5,-78.14285714285714,-75.66666666666667,100.0,100.0,100.0,100.0,-86.6,100.0,-76.25,100.0
29.2,28.8,90,1615114396850,-92.0,-77.2,-82.0,100.0,100.0,100.0,100.0,-88.33333333333333,100.0,-77.8,100.0
29.2,28.8,180,1615114420364,-86.0,-76.5,-87.0,100.0,100.0,100.0,100.0,-90.0,100.0,-69.2,100.0
29.2,28.8,270,1615114443338,-86.5,-68.5,-70.2,100.0,100.0,100.0,100.0,-87.83333333333333,-90.0,-81.33333333333333,100.0
30.4,6.9,0,1615121822239,100.0,100.0,100.0,-90.0,-66.0,-64.0,-91.0,100.0,100.0,100.0,100.0
30.4,6.9,90,1615121845498,100.0,100.0,100.0,-84.0,-74.5,-70.2,-89.0,100.0,100.0,100.0,100.0
30.4,6.9,180,1615121868486,100.0,100.0,100.0,-85.0,-73.0,-72.0,-85.0,100.0,100.0,100.0,100.0
30.4,6.9,270,1615121891322,100.0,100.0,100.0,-84.5,-68.5,-65.0,-87.0,100.0,100.0,100.0,100.0
30.4,30.4,0,1615118877549,-85.75,-77.28571428571429,-67.0,100.0,100.0,100.0,100.0,-82.2,100.0,-82.5,100.0
30.4,30.4,90,1615118901567,-86.4,-84.16666666666667,-65.5,100.0,100.0,100.0,100.0,-83.33333333333333,-86.6,-84.6,100.0
30.4,30.4,180,1615118926157,-82.42857142857143,-69.0,-73.4,100.0,100.0,100.0,100.0,-83.0,-84.33333333333333,-81.2,100.0
30.4,30.4,270,1615118950137,-89.25,-76.0,-67.85714285714286,100.0,100.0,100.0,100.0,-84.57142857142857,-89.0,-77.0,100.0
30.9,25.4,0,1615114688784,-90.0,-80.66666666666667,-78.0,100.0,100.0,100.0,100.0,-87.0,100.0,-72.5,100.0
30.9,25.4,90,1615114707237,-91.33333333333333,-82.6,-82.0,100.0,100.0,100.0,100.0,-87.0,100.0,-66.6,100.0
30.9,25.4,180,1615114731932,100.0,-82.2,-77.25,100.0,100.0,100.0,100.0,-88.6,-89.0,-70.0,100.0
30.9,25.4,270,1615114756415,100.0,-79.33333333333333,-76.0,100.0,100.0,100.0,100.0,-85.5,100.0,-75.5,100.0
30.9,27.1,0,1615114585038,-92.0,-82.6,-86.5,100.0,100.0,100.0,100.0,-87.5,-89.5,-69.75,100.0
30.9,27.1,90,1615114607624,-92.0,-83.2,-81.2,100.0,100.0,100.0,100.0,-86.66666666666667,100.0,-69.16666666666667,100.0
30.9,27.1,180,1615114630190,-91.5,-78.2,-80.2,100.0,100.0,100.0,100.0,-87.0,100.0,-73.33333333333333,100.0
30.9,27.1,270,1615114651705,100.0,-79.5,-77.0,100.0,100.0,100.0,100.0,-86.5,100.0,-75.33333333333333,100.0
30.9,28.8,0,1615114478378,100.0,-85.33333333333333,-86.25,100.0,100.0,100.0,100.0,-94.0,100.0,-74.2,100.0
30.9,28.8,90,1615114502107,100.0,-80.75,-82.66666666666667,100.0,100.0,100.0,100.0,100.0,100.0,-75.5,100.0
30.9,28.8,180,1615114524309,-92.0,-77.85714285714286,-79.25,100.0,100.0,100.0,100.0,-83.0,100.0,-72.6,100.0
30.9,28.8,270,1615114544664,-91.0,-84.33333333333333,-84.25,100.0,100.0,100.0,100.0,-87.0,100.0,-76.0,100.0
31.6,33.9,0,1615114037484,100.0,-89.0,-78.0,100.0,100.0,100.0,100.0,-88.0,100.0,100.0,100.0
31.6,33.9,90,1615114060794,-92.0,-84.66666666666667,-85.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
31.6,33.9,180,1615114087162,100.0,-90.0,-79.0,100.0,100.0,100.0,100.0,100.0,100.0,-94.0,100.0
31.6,33.9,270,1615114110173,100.0,-83.0,-81.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,-89.0,100.0
32.1,6.9,0,1615121921372,100.0,100.0,100.0,-85.75,-80.0,-65.5,-90.0,100.0,100.0,100.0,100.0
32.1,6.9,90,1615121942067,100.0,100.0,100.0,100.0,-70.66666666666667,-63.666666666666664,-91.5,100.0,100.0,100.0,100.0
32.1,6.9,180,1615121964973,100.0,100.0,100.0,-84.0,100.0,-72.0,-88.66666666666667,100.0,100.0,100.0,100.0
32.1,6.9,270,1615121992322,100.0,100.0,100.0,-87.33333333333333,-68.5,-65.4,-89.5,100.0,100.0,100.0,100.0
32.1,30.4,0,1615118987093,-95.0,-75.5,-76.25,100.0,100.0,100.0,100.0,-88.25,-88.4,-80.75,100.0
32.1,30.4,90,1615119013478,-87.5,-72.8,-68.0,100.0,100.0,100.0,100.0,-82.75,-91.25,-79.33333333333333,100.0
32.1,30.4,180,1615119036285,-82.75,-66.0,-67.5,100.0,100.0,100.0,100.0,-80.75,-85.0,-83.66666666666667,100.0
32.1,30.4,270,1615119061491,-88.25,-69.8,-63.5,100.0,100.0,100.0,100.0,-81.25,-92.0,-84.16666666666667,100.0
32.6,25.4,0,1615115012788,-92.0,-78.5,-82.25,100.0,100.0,100.0,100.0,-89.0,100.0,-65.75,100.0
32.6,25.4,90,1615115033321,100.0,-76.0,-87.0,100.0,100.0,100.0,100.0,100.0,100.0,-68.5,100.0
32.6,25.4,180,1615115061103,-91.0,-79.66666666666667,-80.66666666666667,100.0,100.0,100.0,100.0,-88.33333333333333,100.0,-69.66666666666667,100.0
32.6,25.4,270,1615115086678,100.0,-77.5,-82.5,100.0,100.0,100.0,100.0,-88.33333333333333,100.0,-72.66666666666667,100.0
32.6,27.1,0,1615114908223,-91.33333333333333,-79.5,-79.8,100.0,100.0,100.0,100.0,100.0,100.0,-65.8,100.0
32.6,27.1,90,1615114934034,-88.0,-77.16666666666667,-79.0,100.0,100.0,100.0,100.0,-89.33333333333333,100.0,-72.0,100.0
32.6,27.1,180,1615114958426,100.0,-80.0,-80.16666666666667,100.0,100.0,100.0,100.0,-85.5,-90.0,-74.8,100.0
32.6,27.1,270,1615114977770,100.0,-85.33333333333333,-80.0,100.0,100.0,100.0,100.0,-88.0,100.0,-80.33333333333333,100.0
32.6,28.8,0,1615114798355,100.0,-90.0,-80.0,100.0,100.0,100.0,100.0,100.0,100.0,-72.0,100.0
32.6,28.8,90,1615114822029,100.0,-83.33333333333333,-82.75,100.0,100.0,100.0,100.0,-87.16666666666667,-89.0,-74.66666666666667,100.0
32.6,28.8,180,1615114850455,-92.0,-80.8,-80.0,100.0,100.0,100.0,100.0,-88.33333333333333,100.0,-72.0,100.0
32.6,28.8,270,1615114873031,100.0,-85.0,-79.2,100.0,100.0,100.0,100.0,-89.5,100.0,-72.0,100.0
33.3,33.9,0,1615113937700,100.0,100.0,-78.0,100.0,100.0,100.0,100.0,-93.0,100.0,100.0,100.0
33.3,33.9,90,1615113967003,100.0,-87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0
33.3,33.9,180,1615113980982,100.0,-85.75,-78.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33.3,33.9,270,1615114005740,100.0,-87.75,-77.16666666666667,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
33.8,6.9,0,1615122019901,100.0,100.0,100.0,-87.66666666666667,-70.0,-59.0,-90.0,100.0,100.0,100.0,100.0
33.8,6.9,90,1615122045790,100.0,100.0,100.0,-89.0,-76.16666666666667,-57.714285714285715,-91.0,100.0,100.0,100.0,100.0
33.8,6.9,180,1615122066785,100.0,100.0,100.0,-84.0,-70.5,-63.0,-87.0,100.0,100.0,100.0,100.0
33.8,6.9,270,1615122088557,100.0,100.0,100.0,-83.0,-74.5,-61.333333333333336,100.0,100.0,100.0,100.0,100.0
33.8,30.4,0,1615119094289,-83.28571428571429,-76.8,-75.2,100.0,100.0,100.0,100.0,-86.5,-91.0,-84.6,100.0
33.8,30.4,90,1615119118192,-85.25,-72.2,-65.57142857142857,100.0,100.0,100.0,100.0,-84.0,100.0,-82.6,100.0
33.8,30.4,180,1615119144411,-84.66666666666667,-73.0,-63.833333333333336,100.0,100.0,100.0,100.0,-85.33333333333333,-88.2,-84.8,100.0
33.8,30.4,270,1615119167888,-88.0,-78.0,-67.0,100.0,100.0,100.0,100.0,-79.16666666666667,-90.5,-86.25,100.0
34.3,25.4,0,1615115149795,-88.0,-76.0,-84.33333333333333,100.0,100.0,100.0,100.0,-87.0,-89.5,-63.0,100.0
34.3,25.4,90,1615115181535,-92.0,-84.0,-79.66666666666667,100.0,100.0,100.0,100.0,100.0,100.0,-71.0,100.0
34.3,25.4,180,1615115198831,-90.0,-79.6,-82.5,100.0,100.0,100.0,100.0,-83.5,100.0,-73.0,100.0
34.3,25.4,270,1615115230961,-91.0,-81.5,-72.0,100.0,100.0,100.0,100.0,-85.0,100.0,-73.33333333333333,100.0
34.3,27.1,0,1615115253987,-92.0,100.0,-85.5,100.0,100.0,100.0,100.0,-91.0,100.0,-70.0,100.0
34.3,27.1,90,1615115279956,-93.0,-80.0,-83.5,100.0,100.0,100.0,100.0,-95.0,100.0,-78.6,100.0
34.3,27.1,180,1615115308533,100.0,-80.0,-75.0,100.0,100.0,100.0,100.0,-85.0,100.0,-73.0,100.0
34.3,27.1,270,1615115334014,100.0,100.0,-77.5,100.0,100.0,100.0,100.0,-88.66666666666667,100.0,-71.0,100.0
34.3,28.8,0,1615115364525,100.0,-82.5,-76.6,100.0,100.0,100.0,100.0,-87.5,100.0,-69.0,100.0
